Area,Year,January,February,March,April,May,June,July,August,September,October,November,December
Rangamati,1964,0.0,1.0,50.0,158.0,133.0,281.0,412.0,412.0,387.0,412.0,63.0,88.0
Rangamati,1965,0.0,4.0,83.0,35.0,239.0,681.0,549.0,402.0,263.0,231.0,8.0,49.0
Rangamati,1966,8.0,0.0,34.0,44.0,183.0,536.0,503.0,287.0,216.0,221.0,25.0,110.0
Rangamati,1969,0.0,0.0,47.0,194.0,657.0,55.0,329.0,740.0,326.0,50.0,41.0,0.0
Rangamati,1970,6.0,54.0,15.0,38.0,111.0,274.0,1276.0,326.0,200.0,155.0,109.0,0.0
Rangamati,1971,5.0,0.0,0.0,103.0,133.0,693.0,399.0,507.0,164.0,72.0,41.0,1.0
Rangamati,1972,0.0,2.0,0.0,37.0,105.0,450.0,315.0,309.0,100.0,53.0,4.0,0.0
Rangamati,1973,0.0,0.0,35.0,181.0,377.0,453.0,608.0,481.0,133.0,138.0,126.0,2.0
Rangamati,1974,1.0,0.0,0.0,124.441,291.10200000000003,441.0,489.0,317.0,401.0,252.0,23.0,0.0
Rangamati,1975,0.0,0.0,6.0,183.0,108.0,508.0,649.0,262.0,220.0,195.0,115.0,0.0
Rangamati,1976,0.0,0.0,0.0,123.0,181.0,874.0,783.0,377.0,389.0,160.0,143.0,0.0
Rangamati,1977,20.0,29.0,0.0,389.0,250.0,502.0,520.0,487.0,164.0,67.0,44.0,0.0
Rangamati,1978,0.0,0.0,0.0,0.0,385.0,713.0,332.0,336.0,441.0,164.0,2.0,0.0
Rangamati,1979,0.0,2.0,0.0,61.0,172.0,519.0,710.0,605.0,355.0,63.0,81.0,36.0
Rangamati,1980,10.0,76.0,90.0,41.0,628.0,435.0,997.0,448.0,249.0,279.0,0.0,0.0
Rangamati,1981,3.932,16.492,47.407,230.0,344.0,337.0,262.0,447.0,371.0,42.0,24.0,0.0
Rangamati,1982,0.0,71.0,0.0,84.0,103.0,308.0,229.0,306.0,299.0,45.0,7.0,0.0
Rangamati,1983,0.0,39.0,101.0,195.0,441.0,259.0,498.0,753.0,199.0,275.0,166.0,37.0
Rangamati,1984,13.0,0.0,0.0,45.0,625.0,449.0,345.0,371.0,200.0,82.0,0.0,1.0
Rangamati,1985,1.0,0.0,56.0,35.0,183.0,413.0,506.0,422.0,103.0,35.0,93.0,6.0
Rangamati,1986,0.0,0.0,0.0,208.0,93.0,341.0,782.0,469.0,283.0,115.0,145.0,0.0
Rangamati,1987,3.0,36.0,96.0,394.0,99.0,331.0,630.0,816.0,435.0,40.0,100.0,14.0
Rangamati,1988,0.0,15.0,79.0,166.0,355.0,760.0,679.0,567.0,236.0,234.0,23.0,17.0
Rangamati,1989,0.0,11.0,0.0,240.0,163.0,210.0,820.0,176.0,413.0,563.0,40.0,0.0
Rangamati,1990,0.0,22.0,115.0,336.0,365.0,388.0,659.0,176.0,197.0,129.0,91.0,54.0
Rangamati,1991,9.0,5.0,19.0,174.0,578.0,618.0,474.0,606.0,335.0,103.0,88.0,14.0
Rangamati,1992,0.0,93.0,4.0,31.0,137.0,428.0,341.0,239.0,274.0,154.0,12.0,15.0
Rangamati,1993,0.0,151.0,201.0,139.0,475.0,784.0,959.0,730.0,278.0,152.0,9.0,0.0
Rangamati,1994,5.0,6.0,153.0,207.0,96.0,243.0,316.0,266.0,198.0,109.0,12.0,0.0
Rangamati,1995,1.0,7.0,27.0,44.0,490.0,339.0,607.0,351.0,171.0,146.0,220.0,0.0
Rangamati,1996,10.0,17.0,251.0,87.0,440.0,455.0,479.0,437.0,379.0,246.0,72.0,4.0
Rangamati,1997,1.0,14.0,251.0,33.0,209.0,508.0,657.0,481.0,443.0,134.0,19.0,15.0
Rangamati,1998,21.0,79.0,137.0,157.0,658.0,294.0,1065.0,493.0,287.0,102.0,19.0,0.0
Rangamati,1999,0.0,0.0,3.0,0.0,379.0,1117.0,590.0,474.0,201.0,149.0,3.0,115.0
Rangamati,2000,41.0,1.0,112.0,210.0,698.0,565.0,207.0,534.0,164.0,357.0,45.0,0.0
Rangamati,2001,0.0,8.0,1.0,34.0,282.0,569.0,346.0,332.0,212.0,181.0,101.0,0.0
Rangamati,2002,9.0,0.0,42.0,66.0,548.0,262.0,852.0,472.0,353.0,79.0,94.0,7.0
Rangamati,2003,0.0,1.0,36.0,82.0,273.0,1086.0,252.0,222.0,370.0,93.0,0.0,59.0
Rangamati,2004,0.0,0.0,8.0,170.0,116.0,841.0,1076.0,229.0,491.0,182.0,0.0,0.0
Rangamati,2005,2.0,0.0,74.0,199.0,238.0,185.0,274.0,644.0,323.0,125.0,53.0,7.0
Rangamati,2006,0.0,0.0,0.0,36.0,701.0,313.0,476.0,370.0,302.0,99.0,19.0,0.0
Rangamati,2007,0.0,58.0,32.0,168.0,280.0,591.0,712.0,268.0,535.0,351.0,81.0,0.0
Rangamati,2008,47.0,8.0,5.0,0.0,188.0,262.0,433.0,400.0,240.0,172.0,25.0,0.0
Rangamati,2009,0.0,0.0,1.0,61.0,264.0,295.0,639.0,472.0,276.0,338.0,49.0,0.0
Rangamati,2010,0.0,9.0,121.0,112.0,424.0,653.0,304.0,496.0,183.0,281.0,45.0,17.0
Rangamati,2011,1.0,1.0,49.0,78.0,169.0,516.0,463.0,566.0,420.0,98.0,0.0,0.0
Rangamati,2012,0.0,0.0,91.0,284.0,187.0,834.0,489.0,297.0,268.0,344.0,23.0,0.0
Rangamati,2013,0.0,2.0,2.0,83.0,435.0,280.0,274.0,200.0,476.0,198.0,0.0,0.0
Rangamati,2014,0.0,23.0,17.0,1.0,339.0,610.0,161.0,294.0,316.0,152.0,10.0,0.0
Rangamati,2015,0.0,0.0,52.0,238.0,130.0,562.0,1035.0,714.0,386.0,213.0,10.0,2.0
Rangamati,2016,3.0,85.0,11.0,29.0,274.0,513.0,405.0,239.0,214.0,139.0,120.0,0.0
Rangamati,2017,0.0,0.0,108.0,388.0,186.0,1189.0,684.0,629.0,428.0,159.0,18.0,30.0
Rangamati,2018,6.0,0.0,4.0,236.0,291.0,1037.0,504.0,281.0,336.0,257.0,0.0,35.0
Rangamati,2019,0.0,36.0,15.0,102.0,215.0,267.0,1137.0,355.0,271.0,170.0,133.0,5.0
Rangpur,1954,20.0,0.0,0.0,0.0,275.0,944.0,602.0,211.0,101.0,90.0,0.0,0.0
Rangpur,1955,20.0,3.0,8.0,55.0,124.0,566.0,892.0,562.0,160.0,19.0,5.0,0.0
Rangpur,1956,12.0,1.0,5.0,12.0,278.0,769.0,488.0,501.0,149.0,424.0,11.0,0.0
Rangpur,1957,0.0,0.0,0.0,0.0,111.0,439.0,352.0,249.0,38.0,10.0,0.0,0.0
Rangpur,1958,2.0,0.0,11.0,55.0,171.0,188.0,451.44300000000004,349.417,321.098,155.952,7.2620000000000005,6.952000000000001
Rangpur,1959,29.0,0.0,257.0,102.0,366.0,583.0,357.0,275.0,90.0,586.0,0.0,103.0
Rangpur,1960,0.0,0.0,56.0,6.0,252.0,373.0,471.0,124.0,488.0,91.0,3.0,0.0
Rangpur,1961,0.0,28.0,10.0,57.0,279.0,440.0,265.0,141.0,150.0,341.0,1.0,5.0
Rangpur,1962,9.0,4.0,7.0,4.0,409.0,464.0,210.0,572.0,137.0,66.0,0.0,0.0
Rangpur,1963,0.0,0.0,66.0,75.0,187.0,399.0,566.0,293.0,304.0,72.0,5.0,0.0
Rangpur,1964,4.0,7.0,6.0,68.0,269.0,554.0,477.0,140.0,177.0,200.0,0.0,0.0
Rangpur,1965,0.0,4.0,38.0,63.0,362.0,249.0,277.0,553.0,133.0,12.0,17.0,0.0
Rangpur,1966,11.0,0.0,1.0,12.0,272.0,126.0,302.0,324.0,109.0,48.0,25.0,1.0
Rangpur,1967,1.0,0.0,140.0,152.0,73.0,248.0,474.0,153.0,333.0,149.0,0.0,0.0
Rangpur,1968,8.238,9.355,30.475,94.45200000000001,271.435,431.19,451.44300000000004,349.417,321.098,155.952,7.2620000000000005,6.952000000000001
Rangpur,1969,19.0,1.0,55.0,88.0,295.0,407.0,636.0,420.0,309.0,45.0,38.0,0.0
Rangpur,1970,29.0,6.0,5.0,39.0,162.0,527.0,503.0,440.0,242.0,39.0,5.0,0.0
Rangpur,1971,12.0,2.0,30.475,94.45200000000001,271.435,121.0,298.0,438.0,403.0,250.0,49.0,0.0
Rangpur,1972,4.0,42.0,53.0,31.0,100.0,239.0,325.0,349.417,201.0,118.0,1.0,0.0
Rangpur,1973,8.0,7.0,8.0,23.0,392.0,744.0,192.0,94.0,531.0,222.0,12.0,4.0
Rangpur,1974,8.238,9.355,30.475,94.45200000000001,271.435,431.19,451.44300000000004,349.417,321.098,155.952,7.2620000000000005,6.952000000000001
Rangpur,1975,2.0,6.0,3.0,146.0,445.0,116.0,468.0,164.0,290.0,123.0,0.0,0.0
Rangpur,1976,0.0,0.0,1.0,116.0,203.0,427.0,500.0,436.0,157.0,54.0,1.0,0.0
Rangpur,1977,0.0,9.355,30.475,140.0,320.0,550.0,384.0,334.0,101.0,155.0,7.2620000000000005,12.0
Rangpur,1978,0.0,0.0,8.0,150.0,289.0,394.0,530.0,196.0,511.0,60.0,7.0,0.0
Rangpur,1979,1.0,15.0,4.0,36.0,137.0,291.0,677.0,510.0,202.0,132.0,0.0,43.0
Rangpur,1980,3.0,14.0,22.0,38.0,354.0,426.0,276.0,579.0,340.0,68.0,0.0,0.0
Rangpur,1981,20.0,10.0,13.0,137.0,432.0,104.0,451.44300000000004,349.417,321.098,0.0,0.0,47.0
Rangpur,1982,0.0,7.0,5.0,100.0,99.0,649.0,473.0,347.0,455.0,64.0,1.0,1.0
Rangpur,1983,6.0,0.0,46.0,43.0,272.0,329.0,636.0,339.0,258.0,281.0,0.0,28.0
Rangpur,1984,28.0,4.0,17.0,116.0,545.0,989.0,812.0,376.0,684.0,172.0,0.0,5.0
Rangpur,1985,0.0,33.0,44.0,237.0,352.0,569.0,770.0,331.0,398.0,127.0,0.0,21.0
Rangpur,1986,0.0,0.0,2.0,106.0,265.0,383.0,452.0,283.0,518.0,196.0,27.0,32.0
Rangpur,1987,0.0,20.0,84.0,57.0,155.0,485.0,1314.0,557.0,353.0,216.0,6.0,0.0
Rangpur,1988,0.0,33.0,37.0,165.0,285.0,369.0,451.0,633.0,496.0,19.0,35.0,1.0
Rangpur,1989,7.0,18.0,2.0,0.0,335.0,219.0,719.0,110.0,414.0,48.0,4.0,2.0
Rangpur,1990,1.0,57.0,82.0,134.0,354.0,393.0,306.0,396.0,439.0,325.0,0.0,0.0
Rangpur,1991,38.0,1.0,1.0,41.0,302.0,593.0,162.0,264.0,726.0,106.0,2.0,27.0
Rangpur,1992,13.0,10.0,0.0,89.0,245.0,348.0,248.0,367.0,552.0,129.0,4.0,2.0
Rangpur,1993,49.0,0.0,30.0,62.0,190.0,633.0,499.0,572.0,358.0,91.0,26.0,0.0
Rangpur,1994,16.0,29.0,28.0,49.0,212.0,427.0,202.0,97.0,135.0,106.0,0.0,0.0
Rangpur,1995,3.0,3.0,4.0,1.0,158.0,369.0,568.0,388.0,804.0,51.0,109.0,3.0
Rangpur,1996,13.0,0.0,0.0,39.0,232.0,396.0,479.0,353.0,333.0,159.0,0.0,0.0
Rangpur,1997,19.0,14.0,3.0,113.0,230.0,276.0,523.0,338.0,410.0,16.0,2.0,27.0
Rangpur,1998,0.0,12.0,50.0,173.0,202.0,333.0,473.0,458.0,255.0,409.0,0.0,0.0
Rangpur,1999,0.0,0.0,7.0,228.0,336.0,447.0,436.0,829.0,337.0,303.0,8.0,0.0
Rangpur,2000,1.0,15.0,3.0,283.0,416.0,438.0,166.0,232.0,172.0,19.0,0.0,0.0
Rangpur,2001,0.0,1.0,23.0,38.0,235.0,481.0,341.0,346.0,550.0,470.0,7.0,0.0
Rangpur,2002,8.0,6.0,38.0,376.0,290.0,913.0,582.0,287.0,521.0,99.0,7.0,0.0
Rangpur,2003,8.0,23.0,109.0,143.0,160.0,573.0,633.0,183.0,206.0,340.0,0.0,24.0
Rangpur,2004,9.0,0.0,39.0,196.0,347.0,352.0,653.0,133.0,464.0,484.0,0.0,3.0
Rangpur,2005,11.0,9.0,61.0,93.0,271.0,428.0,671.0,400.0,328.0,581.0,0.0,0.0
Rangpur,2006,0.0,1.0,2.0,85.0,367.0,472.0,271.0,96.0,235.0,120.0,8.0,25.0
Rangpur,2007,0.0,47.0,16.0,39.0,233.0,568.0,558.0,149.0,277.0,138.0,12.0,0.0
Rangpur,2008,36.0,1.0,49.0,74.0,273.0,444.0,232.0,396.0,227.0,175.0,0.0,0.0
Rangpur,2009,0.0,0.0,9.0,158.0,270.0,336.0,304.0,832.0,77.0,231.0,0.0,0.0
Rangpur,2010,0.0,0.0,0.0,169.0,237.0,650.0,346.0,240.0,332.0,122.0,4.0,2.0
Rangpur,2011,0.0,20.0,13.0,28.0,261.0,306.0,389.0,542.0,366.0,6.0,1.0,0.0
Rangpur,2012,7.0,2.0,2.0,191.0,212.0,369.0,445.0,187.0,405.0,57.0,0.0,0.0
Rangpur,2013,0.0,14.0,4.0,115.0,383.0,327.0,296.0,268.0,229.0,280.0,0.0,0.0
Rangpur,2014,0.0,26.0,1.0,15.0,214.0,255.0,110.0,362.0,599.0,53.0,0.0,0.0
Rangpur,2015,25.0,24.0,15.0,123.0,298.0,524.0,234.0,687.0,484.0,3.0,0.0,0.0
Rangpur,2016,12.0,0.0,123.0,49.0,313.0,390.0,749.0,118.0,285.0,120.0,0.0,6.0
Rangpur,2017,3.0,0.0,120.0,172.0,358.0,97.0,344.0,547.0,105.0,146.0,0.0,0.0
Rangpur,2018,0.0,0.0,13.0,151.0,365.0,347.0,169.0,213.0,144.0,33.0,0.0,7.0
Rangpur,2019,0.0,28.0,2.0,141.0,347.0,288.0,594.0,223.0,517.0,149.0,0.0,7.0
Sandwip,1966,7.18,18.98,60.04,146.51,154.0,591.0,709.0,790.0,771.0,269.0,31.0,125.0
Sandwip,1967,6.0,0.0,68.0,294.0,149.0,295.0,509.0,629.0,841.0,232.0,0.0,0.0
Sandwip,1968,0.0,28.0,0.0,15.0,265.0,1024.0,998.0,504.0,177.0,32.0,0.0,1.0
Sandwip,1969,0.0,0.0,0.0,172.0,151.0,428.0,944.0,978.0,279.0,264.245,0.0,0.0
Sandwip,1970,0.0,27.0,57.0,231.0,150.0,327.0,812.0,597.0,282.0,428.0,148.0,0.0
Sandwip,1971,4.0,1.0,0.0,159.0,263.0,922.0,780.0,1113.0,273.0,260.0,175.0,0.0
Sandwip,1972,0.0,16.0,14.0,45.0,253.0,1055.0,624.0,1029.0,148.0,326.0,3.0,0.0
Sandwip,1973,2.0,20.0,95.0,206.0,620.0,580.0,717.0,854.0,634.0,65.0,356.0,41.0
Sandwip,1974,22.0,0.0,207.0,114.0,251.0,783.0,1314.0,533.0,369.0,221.0,105.0,0.0
Sandwip,1976,0.0,0.0,0.0,0.0,175.0,866.0,1064.0,975.0,466.0,336.0,44.0,0.0
Sandwip,1977,0.0,77.0,0.0,507.0,315.0,1065.0,1093.0,729.0,320.0,55.0,38.0,0.0
Sandwip,1978,0.0,0.0,11.0,187.0,527.0,425.0,361.0,711.0,479.0,90.0,0.0,0.0
Sandwip,1979,4.0,7.0,2.0,47.0,62.0,700.0,670.0,618.0,388.0,54.0,5.0,51.0
Sandwip,1980,0.0,48.0,74.0,46.0,784.0,233.0,1555.0,682.0,288.0,290.0,0.0,0.0
Sandwip,1981,42.0,1.0,143.0,474.0,325.0,264.0,917.0,662.0,537.0,50.0,0.0,25.0
Sandwip,1982,0.0,41.0,15.0,246.0,25.0,946.0,478.0,1155.0,352.0,149.0,13.0,0.0
Sandwip,1983,31.0,24.0,51.0,308.0,345.0,390.0,1077.0,844.0,435.0,529.0,65.0,17.0
Sandwip,1984,0.0,0.0,0.0,180.0,363.0,747.0,852.0,237.0,43.0,207.0,0.0,9.0
Sandwip,1985,1.0,1.0,89.0,156.0,426.0,792.0,916.0,799.0,258.0,104.0,104.0,0.0
Sandwip,1986,12.0,0.0,3.0,156.0,188.0,599.0,785.0,406.0,535.0,119.0,194.0,0.0
Sandwip,1987,0.0,0.0,35.0,289.0,98.0,366.0,1141.0,664.0,621.0,73.0,56.0,22.0
Sandwip,1988,0.0,26.0,22.0,166.0,397.0,799.0,782.0,682.0,619.0,221.0,73.0,0.0
Sandwip,1989,0.0,11.0,14.0,217.0,143.0,625.0,450.0,88.0,572.0,674.0,0.0,0.0
Sandwip,1990,0.0,54.0,196.0,213.0,255.0,561.0,1007.0,359.0,412.0,462.0,47.0,48.0
Sandwip,1991,0.0,4.0,6.0,146.51,219.0,861.0,701.0,431.0,553.0,103.0,78.0,12.0
Sandwip,1992,0.0,61.0,1.0,4.0,192.0,473.0,491.0,681.0,584.0,332.0,41.0,21.0
Sandwip,1993,20.0,127.0,293.0,106.0,463.0,705.0,604.0,669.0,309.0,125.0,1.0,0.0
Sandwip,1994,4.0,0.0,211.0,230.0,213.0,833.0,405.0,487.0,428.0,107.0,6.0,0.0
Sandwip,1995,0.0,65.0,74.0,37.0,255.0,381.0,620.0,143.0,186.0,148.0,325.0,0.0
Sandwip,1996,0.0,44.0,21.0,105.0,289.0,451.0,430.0,1087.0,406.0,447.0,27.0,0.0
Sandwip,1997,1.0,23.0,79.0,81.0,234.0,405.0,983.0,666.0,568.0,73.0,18.0,12.0
Sandwip,1998,41.0,30.0,128.0,197.0,466.0,381.0,990.0,1296.0,374.0,218.0,133.0,0.0
Sandwip,1999,0.0,0.0,0.0,14.0,582.0,768.0,964.0,956.0,410.0,363.0,0.0,42.0
Sandwip,2000,106.0,2.0,95.0,57.0,804.0,626.0,1315.0,489.0,346.0,384.0,28.0,0.0
Sandwip,2001,0.0,21.0,0.0,19.0,925.0,3001.0,817.0,535.0,163.0,482.0,132.0,0.0
Sandwip,2002,11.0,0.0,230.0,201.0,835.0,1017.0,2031.0,689.26,463.66,264.245,54.86,0.0
Sandwip,2004,0.0,0.0,38.0,0.0,72.0,315.0,1353.0,395.0,1826.0,671.0,0.0,0.0
Sandwip,2005,7.0,0.0,115.0,78.0,278.0,444.0,554.0,782.0,258.0,462.0,81.0,8.0
Sandwip,2006,0.0,0.0,1.0,51.0,873.0,507.0,650.0,184.0,776.0,51.0,18.0,0.0
Sandwip,2007,0.0,98.0,1.0,194.0,489.0,806.0,827.0,509.0,631.0,653.0,97.0,0.0
Sandwip,2008,38.0,7.0,11.0,3.0,216.0,494.0,1414.0,849.0,486.0,180.0,2.0,2.0
Sandwip,2009,0.0,0.0,3.0,69.0,420.0,391.0,1320.0,722.0,362.0,301.0,26.0,0.0
Sandwip,2010,0.0,35.0,27.0,26.0,279.0,949.0,759.0,793.0,283.0,337.0,4.0,17.0
Sandwip,2011,0.0,0.0,120.0,124.0,372.0,661.0,734.0,1124.0,823.0,302.0,0.0,0.0
Sandwip,2012,0.0,0.0,52.0,314.0,226.0,753.0,1399.0,889.0,182.0,263.0,3.0,0.0
Sandwip,2013,0.0,0.0,0.0,52.0,570.0,560.0,441.0,746.0,573.0,241.0,0.0,0.0
Sandwip,2014,0.0,34.0,32.0,33.0,218.0,1167.0,549.0,960.0,414.0,58.0,3.0,0.0
Sandwip,2015,3.0,0.0,17.0,188.0,182.0,764.0,1480.0,532.0,476.0,362.0,7.0,13.0
Sandwip,2016,3.0,13.0,161.0,34.0,360.0,392.0,1095.0,565.0,434.0,431.0,255.0,0.0
Sandwip,2017,0.0,0.0,190.0,368.0,331.0,871.0,1209.0,714.0,994.0,357.0,1.0,37.0
Sandwip,2018,1.0,3.0,0.0,166.0,473.0,904.0,1272.0,621.0,239.0,251.0,0.0,0.0
Sandwip,2019,0.0,33.0,5.0,78.0,168.0,235.0,1226.0,305.0,239.0,251.0,0.0,0.0
Satkhira,1953,8.0,7.0,7.0,32.0,220.0,505.0,368.0,304.0,346.0,24.0,39.0,0.0
Satkhira,1954,22.0,0.0,8.0,14.0,143.0,305.0,391.0,328.0,133.0,107.0,0.0,23.0
Satkhira,1956,31.0,0.0,74.0,27.0,56.0,490.0,254.0,212.0,290.0,91.0,62.0,0.0
Satkhira,1957,0.0,0.0,0.0,0.0,70.0,144.0,221.0,105.0,243.0,93.0,0.0,0.0
Satkhira,1958,0.0,19.0,21.0,123.0,82.0,60.0,320.0,196.0,192.0,106.0,5.0,4.0
Satkhira,1959,18.0,15.0,37.0,80.0,307.0,336.0,407.0,279.0,399.0,373.0,0.0,0.0
Satkhira,1960,0.0,0.0,104.0,0.0,481.0,98.0,599.0,383.0,225.0,131.0,0.0,0.0
Satkhira,1961,0.0,26.0,0.0,112.0,161.0,393.0,133.0,173.0,134.0,169.0,0.0,0.0
Satkhira,1962,9.0,2.0,12.0,29.0,76.0,330.0,258.0,327.0,124.0,132.0,0.0,0.0
Satkhira,1963,0.0,0.0,0.0,107.0,95.0,506.0,394.0,265.0,433.0,378.0,0.0,0.0
Satkhira,1964,0.0,34.0,44.0,143.0,92.0,171.0,337.0,255.0,203.0,258.0,23.0,0.0
Satkhira,1965,0.0,21.0,75.0,23.0,146.54,506.0,274.0,494.0,422.0,345.0,0.0,4.0
Satkhira,1966,0.0,0.0,0.0,1.0,0.0,77.0,60.0,67.0,0.0,90.0,0.0,0.0
Satkhira,1967,0.0,0.0,25.0,57.0,0.0,280.79,348.274,285.656,277.839,146.806,23.079,8.258
Satkhira,1969,0.0,0.0,34.048,0.0,18.0,91.0,184.0,578.0,551.0,130.0,0.0,0.0
Satkhira,1970,0.0,47.0,22.0,4.0,59.0,296.0,356.0,274.0,377.0,146.806,9.0,0.0
Satkhira,1971,0.0,0.0,0.0,67.69800000000001,93.0,401.0,598.0,285.656,263.0,198.0,0.0,0.0
Satkhira,1972,0.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,277.839,0.0,0.0,8.258
Satkhira,1973,10.629000000000001,1.0,34.048,42.0,171.0,186.0,290.0,320.0,295.0,153.0,102.0,134.0
Satkhira,1974,10.629000000000001,0.0,107.0,77.0,168.0,127.0,528.0,238.0,348.0,183.0,0.0,0.0
Satkhira,1975,6.0,35.0,0.0,19.0,117.0,219.0,692.0,285.656,152.0,138.0,13.0,0.0
Satkhira,1976,0.0,62.0,0.0,116.0,188.0,280.79,418.0,237.0,172.0,84.0,18.0,0.0
Satkhira,1977,1.0,84.0,0.0,132.0,192.0,485.0,621.0,258.0,176.0,75.0,23.0,17.0
Satkhira,1978,0.0,10.0,32.0,100.0,198.0,229.0,328.0,312.0,728.0,157.0,24.0,0.0
Satkhira,1979,48.0,0.0,14.0,10.0,47.0,251.0,295.0,319.0,90.0,69.0,0.0,31.0
Satkhira,1980,3.0,166.0,74.0,11.0,99.0,192.0,348.274,209.0,104.0,110.0,0.0,0.0
Satkhira,1981,31.0,40.0,120.0,264.0,180.0,200.0,570.0,289.0,273.0,8.0,0.0,98.0
Satkhira,1982,0.0,60.0,31.0,112.0,80.0,207.0,206.0,387.0,230.0,27.0,19.0,1.0
Satkhira,1983,17.0,58.0,22.0,130.0,202.0,201.0,195.0,423.0,253.0,290.0,4.0,5.0
Satkhira,1984,41.0,1.0,0.0,102.0,126.0,656.0,325.0,351.0,178.0,72.0,0.0,1.0
Satkhira,1985,12.0,6.0,38.0,75.0,146.0,291.0,208.0,314.0,271.0,143.0,0.0,0.0
Satkhira,1986,13.0,0.0,8.0,36.0,175.0,257.0,370.0,259.0,685.0,209.0,181.0,2.0
Satkhira,1987,2.0,5.0,15.0,125.0,91.0,155.0,375.0,475.0,328.0,34.0,9.0,2.0
Satkhira,1988,0.0,46.0,45.0,69.0,227.0,688.0,262.0,327.0,174.0,19.0,106.0,0.0
Satkhira,1989,1.0,0.0,3.0,52.0,240.0,236.0,266.0,177.0,201.0,194.0,0.0,0.0
Satkhira,1990,0.0,47.0,150.0,25.0,176.0,212.0,528.0,279.0,292.0,168.0,44.0,7.0
Satkhira,1991,34.0,47.0,50.0,67.0,28.0,518.0,342.0,324.0,213.0,103.0,5.0,37.0
Satkhira,1992,9.0,115.0,0.0,8.0,134.0,208.0,407.0,284.0,247.0,95.0,1.0,0.0
Satkhira,1993,17.0,57.0,57.0,71.0,203.0,290.0,251.0,235.0,430.0,160.0,29.0,0.0
Satkhira,1994,10.0,30.0,9.0,169.0,108.0,300.0,426.0,326.0,164.0,69.0,4.0,0.0
Satkhira,1995,13.0,42.0,50.0,1.0,82.0,351.0,440.0,232.0,336.0,57.0,161.0,0.0
Satkhira,1996,5.0,30.0,11.0,119.0,103.0,357.0,152.0,224.0,242.0,332.0,0.0,0.0
Satkhira,1997,19.0,35.0,102.0,235.0,243.0,215.0,447.0,422.0,332.0,40.0,4.0,13.0
Satkhira,1998,53.0,71.0,164.0,96.0,159.0,123.0,320.0,185.0,189.0,232.0,135.0,0.0
Satkhira,1999,0.0,0.0,0.0,28.0,272.0,217.0,291.0,332.0,361.0,111.0,4.0,0.0
Satkhira,2000,20.0,32.0,10.0,180.0,194.0,218.0,403.0,317.0,486.0,142.0,0.0,0.0
Satkhira,2001,0.0,55.0,38.0,53.0,223.0,411.0,263.0,236.0,230.0,122.0,52.0,0.0
Satkhira,2002,14.0,0.0,6.0,91.0,164.0,536.0,434.0,301.0,245.0,23.0,89.0,0.0
Satkhira,2003,0.0,0.0,121.0,52.0,174.0,252.0,231.0,260.0,202.0,420.0,0.0,25.0
Satkhira,2004,0.0,0.0,4.0,122.0,122.0,382.0,324.0,435.0,398.0,246.0,0.0,0.0
Satkhira,2005,6.0,0.0,120.0,28.0,80.0,261.0,497.0,158.0,338.0,484.0,0.0,10.0
Satkhira,2006,0.0,0.0,24.0,59.0,285.0,260.0,548.0,359.0,403.0,63.0,0.0,0.0
Satkhira,2007,1.0,116.0,19.0,76.0,41.0,254.0,466.0,167.0,459.0,175.0,98.0,0.0
Satkhira,2008,92.0,39.0,16.0,85.0,129.0,200.0,280.0,257.0,275.0,170.0,0.0,0.0
Satkhira,2009,0.0,0.0,3.0,12.0,179.0,55.0,251.0,512.0,337.0,82.0,19.0,0.0
Satkhira,2010,0.0,3.0,1.0,25.0,214.0,318.0,269.0,155.0,202.0,92.0,1.0,15.0
Satkhira,2011,0.0,1.0,58.0,58.0,218.0,450.0,428.0,638.0,217.0,53.0,0.0,0.0
Satkhira,2012,36.0,14.0,0.0,94.0,72.0,199.0,239.0,314.0,282.0,95.0,105.0,8.0
Satkhira,2013,5.0,12.0,37.0,29.0,310.0,245.0,266.0,215.0,296.0,247.0,0.0,0.0
Satkhira,2014,0.0,31.0,36.0,0.0,162.0,330.0,243.0,175.0,242.0,79.0,0.0,0.0
Satkhira,2015,59.0,10.0,32.0,167.0,16.0,226.0,681.0,229.0,308.0,57.0,0.0,7.0
Satkhira,2016,3.0,136.0,7.0,14.0,235.0,184.0,226.0,202.0,131.0,167.0,40.0,0.0
Satkhira,2017,0.0,0.0,48.0,19.0,144.0,275.0,591.0,238.0,209.0,323.0,26.0,58.0
Satkhira,2018,0.0,0.0,0.0,50.0,162.0,273.0,246.0,279.0,167.0,105.0,0.0,10.0
Satkhira,2019,0.0,125.0,86.0,101.0,117.0,218.0,143.0,573.0,167.0,105.0,0.0,10.0
Sayedpur,1991,13.0,0.0,16.0,4.0,245.0,497.0,81.0,183.0,748.0,20.0,0.0,29.0
Sayedpur,1992,16.0,5.0,0.0,0.0,133.0,219.0,318.0,317.0,498.0,74.0,2.0,12.0
Sayedpur,1993,38.0,0.0,45.0,58.0,201.0,700.0,293.0,360.0,383.0,86.0,38.0,0.0
Sayedpur,1994,19.0,40.0,21.0,49.0,143.0,224.0,176.0,75.0,255.0,242.0,0.0,0.0
Sayedpur,1995,5.0,11.0,3.0,0.0,46.0,576.0,431.0,325.0,890.0,80.0,81.0,4.0
