Area,Year,January,February,March,April,May,June,July,August,September,October,November,December
Faridpur,1971,12.0,9.0,39.754,116.93799999999999,220.0,338.16900000000004,278.0,538.0,292.0,135.0,66.0,0.0
Faridpur,1972,0.0,70.0,2.0,177.0,257.0,246.0,203.0,366.0,259.0,62.0,0.0,0.0
Faridpur,1973,0.0,9.0,40.0,250.0,486.0,431.0,203.0,472.0,397.0,207.0,60.0,44.0
Faridpur,1974,1.0,0.0,68.0,146.0,316.0,344.0,714.0,152.0,260.0,210.0,0.0,0.0
Faridpur,1975,0.0,19.0,0.0,114.0,256.0,210.0,581.0,234.0,293.0,244.0,18.0,0.0
Faridpur,1976,0.0,18.0,0.0,103.0,403.0,315.0,598.0,250.0,156.0,81.0,0.0,0.0
Faridpur,1977,4.0,18.0,0.0,263.0,175.0,762.0,323.0,142.0,190.0,150.0,8.0,4.0
Faridpur,1978,0.0,13.0,19.0,42.0,205.0,401.0,9.0,192.0,203.0,46.0,0.0,0.0
Faridpur,1979,9.0,27.0,65.0,22.0,14.0,467.0,296.0,377.0,278.0,181.0,36.0,37.0
Faridpur,1980,3.0,99.0,54.0,98.0,397.0,341.0,312.0,243.0,213.0,290.0,22.0,0.0
Faridpur,1981,10.0,58.0,140.0,357.0,263.0,283.0,422.0,740.0,199.0,35.0,0.0,92.0
Faridpur,1982,0.0,24.0,63.0,126.0,217.0,211.0,210.0,271.0,147.0,25.0,116.0,0.0
Faridpur,1983,4.0,50.0,87.0,173.0,320.0,196.0,303.0,550.0,173.0,375.0,0.0,20.0
Faridpur,1984,5.0,0.0,54.0,78.0,473.0,822.0,337.0,288.0,313.0,139.0,35.0,0.0
Faridpur,1985,2.0,2.0,134.0,175.0,208.0,219.0,217.0,214.0,255.0,56.0,0.0,0.0
Faridpur,1986,3.0,0.0,4.0,220.0,189.0,228.0,357.0,209.0,831.0,127.0,149.0,2.0
Faridpur,1987,0.0,8.0,38.0,105.0,157.0,384.0,352.0,409.0,456.0,47.0,14.0,23.0
Faridpur,1988,0.0,34.0,98.0,133.0,511.0,468.0,241.0,243.0,128.0,169.0,148.0,10.0
Faridpur,1989,0.0,5.0,5.0,124.0,263.0,242.0,243.0,92.0,277.0,178.0,0.0,9.0
Faridpur,1990,0.0,36.0,227.0,156.0,315.0,289.0,405.0,145.0,192.0,168.0,48.0,4.0
Faridpur,1991,27.0,58.0,59.0,103.0,265.0,337.0,306.0,186.0,360.0,350.0,1.0,104.0
Faridpur,1992,4.0,61.0,0.0,5.0,216.0,238.0,387.0,209.0,95.0,121.0,0.0,0.0
Faridpur,1993,0.0,57.0,48.0,179.0,154.0,514.0,223.0,352.0,409.0,320.0,0.0,0.0
Faridpur,1994,11.0,31.0,44.0,134.0,197.0,258.0,246.0,248.0,107.0,66.0,2.0,0.0
Faridpur,1995,7.0,8.0,0.0,45.0,281.0,395.0,507.0,366.0,256.0,42.0,97.0,2.0
Faridpur,1996,2.0,15.0,28.0,182.0,283.0,316.0,210.0,447.0,115.0,212.0,0.0,0.0
Faridpur,1997,11.0,26.0,20.0,156.0,137.0,266.0,337.0,294.0,162.0,68.0,53.0,18.0
Faridpur,1998,49.0,22.0,69.0,122.0,205.0,202.0,357.0,341.0,282.0,74.0,95.0,0.0
Faridpur,1999,0.0,0.0,0.0,59.0,208.0,335.0,421.0,452.0,204.0,422.0,4.0,0.0
Faridpur,2000,17.0,57.0,31.0,169.0,398.0,128.0,153.0,345.0,399.0,255.0,0.0,0.0
Faridpur,2001,0.0,3.0,21.0,124.0,286.0,325.0,239.0,222.0,206.0,165.0,43.0,0.0
Faridpur,2002,19.0,0.0,56.0,91.0,286.0,395.0,586.0,420.0,158.0,38.0,130.0,0.0
Faridpur,2003,0.0,113.0,110.0,109.0,89.0,294.0,276.0,120.0,81.0,182.0,0.0,26.0
Faridpur,2004,3.0,0.0,6.0,52.0,208.0,420.0,235.0,155.0,764.0,156.0,0.0,2.0
Faridpur,2005,8.0,7.0,136.0,13.0,68.0,233.0,384.0,276.0,167.0,357.0,0.0,1.0
Faridpur,2006,0.0,0.0,0.0,128.0,218.0,229.0,340.0,192.0,486.0,55.0,1.0,0.0
Faridpur,2007,0.0,59.0,4.0,60.0,93.0,528.0,676.0,216.0,130.0,180.0,94.0,0.0
Faridpur,2008,42.0,45.0,31.0,31.0,58.0,236.0,430.0,175.0,223.0,172.0,0.0,0.0
Faridpur,2009,0.0,2.0,31.0,15.0,166.0,175.0,523.0,435.0,165.0,69.0,3.0,0.0
Faridpur,2010,0.0,6.0,0.0,12.0,142.0,367.0,215.0,209.0,195.0,189.0,12.0,62.0
Faridpur,2011,0.0,0.0,17.0,109.0,163.0,383.0,253.0,469.0,113.0,2.0,0.0,0.0
Faridpur,2012,30.0,1.0,4.0,168.0,109.0,128.0,252.0,221.0,165.0,83.0,111.0,7.0
Faridpur,2013,0.0,12.0,12.0,55.0,380.0,291.0,198.0,264.0,225.0,202.0,0.0,0.0
Faridpur,2014,0.0,12.0,0.0,29.0,191.0,446.0,246.0,381.0,165.0,82.0,0.0,0.0
Faridpur,2015,6.0,21.0,2.0,159.0,147.0,347.0,540.0,304.0,215.0,80.0,0.0,6.0
Faridpur,2016,2.0,16.0,24.0,57.0,222.0,281.0,500.0,305.0,125.0,89.0,28.0,0.0
Faridpur,2017,0.0,0.0,83.0,152.0,195.0,313.0,500.0,321.0,219.0,291.0,14.0,29.0
Faridpur,2018,0.0,4.0,6.0,222.0,258.0,224.0,422.0,83.0,143.0,68.0,22.0,13.0
Faridpur,2019,0.0,94.0,10.0,72.0,164.0,105.0,284.0,223.0,143.0,68.0,22.0,13.0
Feni,1973,4.689,24.889,59.909,158.644,361.556,537.2669999999999,697.023,507.18199999999996,352.841,226.023,80.0,79.0
Feni,1974,4.0,0.0,64.0,130.0,353.0,577.0,1337.0,524.0,361.0,386.0,79.0,0.0
Feni,1975,0.0,63.0,0.0,49.0,163.0,319.0,328.0,250.0,222.0,677.0,147.0,0.0
Feni,1976,0.0,37.0,47.0,140.0,289.0,1002.0,537.0,722.0,263.0,147.0,19.0,0.0
Feni,1977,18.0,98.0,0.0,435.0,521.0,572.0,773.0,425.0,237.0,61.0,33.0,0.0
Feni,1978,0.0,8.0,20.0,115.0,556.0,429.0,458.0,439.0,416.0,99.0,0.0,0.0
Feni,1979,0.0,7.0,64.0,17.0,153.0,653.0,697.023,507.18199999999996,352.841,226.023,54.0,16.0
Feni,1980,12.0,41.0,66.0,74.0,515.0,115.0,137.0,219.0,32.0,307.0,3.0,0.0
Feni,1981,0.0,37.0,72.0,432.0,580.0,463.0,1091.0,371.0,254.0,10.0,0.0,13.0
Feni,1982,0.0,16.0,4.0,413.0,158.0,763.0,687.0,894.0,406.0,9.0,37.0,0.0
Feni,1983,15.0,53.0,10.0,99.0,590.0,349.0,697.023,110.0,181.0,301.0,12.0,20.0
Feni,1984,19.0,0.0,3.0,48.0,563.0,436.0,1292.0,381.0,400.0,155.0,0.0,18.0
Feni,1985,3.0,5.0,105.0,133.0,340.0,713.0,635.0,650.0,261.0,23.0,5.0,1.0
Feni,1986,11.0,18.0,0.0,223.0,242.0,337.0,701.0,469.0,487.0,181.0,104.0,0.0
Feni,1987,3.0,1.0,62.0,395.0,165.0,265.0,937.0,820.0,550.0,44.0,41.0,14.0
Feni,1988,0.0,32.0,4.0,150.0,470.0,383.0,727.0,744.0,538.0,225.0,87.0,0.0
Feni,1989,0.0,23.0,15.0,126.0,225.0,597.0,1048.0,115.0,336.0,633.0,2.0,0.0
Feni,1990,0.0,31.0,287.0,213.0,485.0,545.0,972.0,543.0,271.0,393.0,178.0,62.0
Feni,1991,4.0,77.0,59.0,213.0,651.0,770.0,753.0,494.0,739.0,420.0,41.0,10.0
Feni,1992,0.0,90.0,0.0,0.0,229.0,299.0,384.0,221.0,317.0,190.0,17.0,1.0
Feni,1993,0.0,146.0,183.0,383.0,525.0,656.0,616.0,784.0,358.0,249.0,12.0,0.0
Feni,1994,2.0,3.0,56.0,354.0,178.0,534.0,228.0,357.0,230.0,55.0,6.0,0.0
Feni,1995,1.0,61.0,54.0,87.0,424.0,639.0,620.0,549.0,319.0,33.0,222.0,0.0
Feni,1996,3.0,10.0,267.0,109.0,247.0,506.0,541.0,628.0,202.0,298.0,0.0,5.0
Feni,1997,0.0,24.0,115.0,92.0,237.0,323.0,794.0,708.0,465.0,30.0,2.0,17.0
Feni,1998,35.0,17.0,150.0,407.0,415.0,248.0,979.0,858.0,338.0,91.0,197.0,0.0
Feni,1999,0.0,0.0,41.0,4.0,409.0,837.0,972.0,571.0,250.0,232.0,57.0,32.0
Feni,2000,34.0,10.0,195.0,178.0,520.0,594.0,718.0,756.0,376.0,210.0,60.0,0.0
Feni,2001,0.0,4.0,0.0,40.0,322.0,770.0,480.0,589.0,101.0,177.0,56.0,0.0
Feni,2002,4.0,0.0,95.0,94.0,455.0,460.0,790.0,439.0,218.0,20.0,85.0,0.0
Feni,2003,0.0,2.0,92.0,48.0,93.0,1046.0,397.0,315.0,356.0,242.0,0.0,60.0
Feni,2004,0.0,0.0,0.0,177.0,185.0,468.0,499.0,104.0,708.0,254.0,0.0,0.0
Feni,2005,11.0,0.0,59.909,188.0,331.0,292.0,784.0,615.0,279.0,346.0,22.0,0.0
Feni,2006,0.0,0.0,0.0,52.0,577.0,390.0,439.0,188.0,388.0,52.0,0.0,0.0
Feni,2007,0.0,73.0,4.0,128.0,282.0,509.0,970.0,402.0,601.0,499.0,75.0,0.0
Feni,2008,29.0,16.0,30.0,16.0,285.0,505.0,788.0,687.0,249.0,269.0,0.0,0.0
Feni,2009,0.0,1.0,20.0,36.0,506.0,371.0,854.0,682.0,234.0,226.0,55.0,0.0
Feni,2010,0.0,36.0,6.0,62.0,338.0,728.0,444.0,348.0,321.0,383.0,20.0,23.0
Feni,2011,0.0,10.0,55.0,58.0,437.0,599.0,576.0,832.0,402.0,225.0,0.0,0.0
Feni,2012,2.0,0.0,28.0,388.0,138.0,723.0,568.0,390.0,274.0,356.0,18.0,0.0
Feni,2013,0.0,3.0,26.0,17.0,533.0,493.0,382.0,468.0,373.0,193.0,0.0,0.0
Feni,2014,0.0,14.0,21.0,5.0,243.0,701.0,370.0,603.0,456.0,97.0,0.0,0.0
Feni,2015,1.0,0.0,15.0,118.0,254.0,374.0,1128.0,487.0,478.0,243.0,1.0,0.0
Feni,2016,0.0,51.0,116.0,25.0,450.0,428.0,634.0,439.0,439.0,323.0,186.0,0.0
Feni,2017,0.0,0.0,169.0,446.0,220.0,773.0,1032.0,603.0,643.0,492.0,4.0,94.0
Feni,2018,0.0,2.0,16.0,222.0,418.0,623.0,572.0,523.0,196.0,89.0,0.0,1.0
Feni,2019,0.0,80.0,34.0,143.0,199.0,261.0,802.0,492.0,324.0,89.0,0.0,1.0
Hatiya,1966,0.0,0.0,20.0,13.0,86.0,592.0,404.0,830.0,474.0,302.0,4.0,78.0
Hatiya,1967,3.0,0.0,72.0,95.0,145.0,374.0,625.0,680.0,716.0,0.0,0.0,0.0
Hatiya,1968,0.0,5.0,87.0,106.0,179.0,905.0,901.0,350.0,250.0,98.0,16.0,0.0
Hatiya,1969,0.0,0.0,82.0,163.0,129.0,460.0,741.0,838.0,544.0,102.0,0.0,0.0
Hatiya,1970,4.159,64.0,6.0,44.0,131.0,468.0,584.0,512.0,521.0,389.0,52.681999999999995,12.364
Hatiya,1971,4.159,16.467,48.911,119.57799999999999,291.30400000000003,436.0,790.0,989.0,430.0,267.756,52.681999999999995,12.364
Hatiya,1973,4.159,16.467,48.911,119.57799999999999,384.0,335.0,251.0,366.0,385.0,135.0,319.0,54.0
Hatiya,1974,3.0,0.0,256.0,48.0,264.0,434.0,793.0,399.0,613.0,118.0,89.0,0.0
Hatiya,1975,0.0,3.0,0.0,0.0,370.0,363.0,1235.0,449.0,289.0,513.0,249.0,0.0
Hatiya,1976,0.0,26.0,32.0,215.0,303.0,732.0,806.0,865.0,391.0,213.0,54.0,0.0
Hatiya,1977,22.0,61.0,0.0,513.0,496.0,737.0,646.0,410.0,342.0,129.0,38.0,0.0
Hatiya,1978,5.0,0.0,67.0,108.0,700.0,1049.0,530.0,555.0,507.0,86.0,2.0,8.0
Hatiya,1979,0.0,15.0,1.0,17.0,94.0,634.0,718.0,1115.0,580.0,165.0,9.0,32.0
Hatiya,1980,0.0,13.0,141.0,22.0,299.0,385.0,885.0,724.0,302.0,387.0,0.0,0.0
Hatiya,1982,0.0,0.0,5.0,161.0,27.0,581.0,604.0,754.0,294.0,23.0,13.0,1.0
Hatiya,1983,20.0,41.0,153.0,115.0,359.0,504.0,746.587,844.0,494.0,440.0,59.0,29.0
Hatiya,1984,13.0,0.0,0.0,202.0,306.0,698.0,608.0,546.0,413.0,336.0,0.0,0.0
Hatiya,1985,3.0,2.0,68.0,123.0,319.0,703.0,699.0,627.0,169.0,33.0,69.0,2.0
Hatiya,1986,2.0,0.0,4.0,195.0,123.0,564.0,625.0,357.0,370.0,135.0,251.0,0.0
Hatiya,1987,0.0,7.0,12.0,238.0,118.0,179.0,1119.0,699.0,402.0,49.0,37.0,9.0
Hatiya,1988,0.0,17.0,67.0,98.0,474.0,850.0,747.0,582.0,502.0,156.0,68.0,0.0
Hatiya,1989,0.0,0.0,20.0,179.0,111.0,500.0,617.0,234.0,329.0,438.0,0.0,0.0
Hatiya,1990,0.0,69.0,198.0,209.0,323.0,466.0,281.0,0.0,0.0,0.0,88.0,78.0
Hatiya,1991,7.0,3.0,6.0,230.0,367.0,781.0,581.0,519.0,444.0,373.0,23.0,28.0
Hatiya,1992,0.0,130.0,0.0,0.0,232.0,351.0,776.0,501.0,560.0,191.0,0.0,22.0
Hatiya,1993,2.0,29.0,275.0,64.0,0.0,0.0,0.0,0.0,29.0,85.0,11.0,0.0
Hatiya,1994,0.0,10.0,49.0,105.0,152.0,644.0,555.0,379.0,440.67400000000004,267.756,52.681999999999995,12.364
Hatiya,1999,0.0,2.0,0.0,11.0,322.0,771.0,949.0,736.0,515.0,305.0,1.0,34.0
Hatiya,2000,40.0,6.0,11.0,105.0,686.0,715.0,694.0,415.0,422.0,369.0,15.0,0.0
Hatiya,2001,0.0,2.0,0.0,17.0,485.0,1213.0,789.0,689.0,597.0,434.0,205.0,0.0
Hatiya,2002,3.0,0.0,31.0,84.0,437.0,690.0,1019.0,562.0,297.0,118.0,143.0,0.0
Hatiya,2003,0.0,0.0,35.0,127.0,148.0,1225.0,752.0,583.0,395.0,306.0,0.0,93.0
Hatiya,2004,0.0,0.0,7.0,207.0,150.0,828.0,839.0,515.0,1039.0,420.0,0.0,0.0
Hatiya,2005,0.0,0.0,84.0,145.0,85.0,420.0,872.0,1311.0,275.0,608.0,5.0,9.0
Hatiya,2006,0.0,0.0,1.0,57.0,645.0,466.0,603.0,319.0,698.0,136.0,16.0,0.0
Hatiya,2007,1.0,139.0,23.0,108.0,257.0,630.0,968.0,494.0,731.0,413.0,191.0,0.0
Hatiya,2008,41.0,23.0,35.0,21.0,204.0,696.0,1235.0,512.0,386.0,377.0,1.0,0.0
Hatiya,2009,0.0,1.0,7.0,103.0,267.0,226.0,856.0,888.0,386.0,319.0,27.0,0.0
Hatiya,2010,0.0,1.0,5.0,18.0,370.0,911.0,776.0,371.0,431.0,482.0,0.0,3.0
Hatiya,2011,0.0,0.0,67.0,61.0,529.0,635.0,715.0,1018.0,659.0,158.0,0.0,0.0
Hatiya,2012,0.0,0.0,8.0,267.0,317.0,538.0,738.0,501.0,377.0,244.0,13.0,2.0
Hatiya,2013,0.0,4.0,0.0,50.0,842.0,592.0,544.0,677.0,435.0,292.0,0.0,0.0
Hatiya,2014,0.0,27.0,14.0,2.0,158.0,916.0,702.0,603.0,435.0,269.0,2.0,0.0
Hatiya,2015,14.0,7.0,65.0,243.0,107.0,900.0,1281.0,471.0,619.0,585.0,52.0,16.0
Hatiya,2016,4.0,34.0,50.0,40.0,314.0,430.0,984.0,637.0,348.0,589.0,238.0,0.0
Hatiya,2017,0.0,0.0,136.0,379.0,192.0,553.0,1170.0,691.0,650.0,420.0,3.0,41.0
Hatiya,2018,0.0,0.0,1.0,73.0,394.0,616.0,736.0,291.0,226.0,309.0,7.0,5.0
Hatiya,2019,0.0,48.0,31.0,39.0,162.0,344.0,1000.0,509.0,297.0,309.0,7.0,5.0
Ishurdi,1961,7.345,15.382,0.0,22.0,160.0,315.0,155.0,350.0,136.0,143.0,14.0,0.0
Ishurdi,1962,19.0,0.0,0.0,94.0,208.0,251.0,249.0,89.0,180.0,81.0,0.0,1.0
Ishurdi,1963,1.0,2.0,14.0,143.0,182.0,391.0,227.0,224.0,210.0,96.0,21.0,0.0
Ishurdi,1964,1.0,9.0,0.0,74.0,222.0,557.0,503.0,130.0,83.0,425.0,1.0,0.0
Ishurdi,1965,0.0,17.0,45.0,57.0,68.0,228.0,454.0,268.0,363.0,32.0,0.0,4.0
Ishurdi,1966,0.0,0.0,0.0,124.0,3.0,206.0,255.0,215.0,126.0,97.0,18.0,2.0
Ishurdi,1967,7.345,15.382,0.0,80.161,167.5,266.5,0.0,0.0,250.982,0.0,0.0,8.5
Ishurdi,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ishurdi,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ishurdi,1970,73.0,25.0,30.0,1.0,116.0,236.0,168.0,378.0,340.0,364.0,0.0,0.0
Ishurdi,1971,0.0,15.382,27.701999999999998,80.161,167.5,266.5,0.0,525.0,250.982,115.38600000000001,13.842,8.5
Ishurdi,1972,7.345,0.0,0.0,27.0,130.0,159.0,217.0,228.0,138.0,45.0,0.0,0.0
Ishurdi,1973,25.0,42.0,27.0,100.0,470.0,531.0,186.0,276.0,563.0,181.0,27.0,58.0
Ishurdi,1974,0.0,0.0,84.0,156.0,71.0,191.0,492.0,276.0,210.0,99.0,8.0,0.0
Ishurdi,1975,4.0,0.0,11.0,178.0,138.0,200.0,624.0,225.0,177.0,178.0,60.0,0.0
Ishurdi,1976,0.0,17.0,8.0,23.0,352.0,496.0,790.0,499.0,332.0,89.0,3.0,0.0
Ishurdi,1977,0.0,0.0,0.0,272.0,257.0,1167.0,518.0,228.0,75.0,157.0,1.0,67.0
Ishurdi,1978,0.0,0.0,34.0,158.0,266.0,282.0,104.0,231.31599999999997,246.0,44.0,0.0,0.0
Ishurdi,1979,24.0,25.0,5.0,18.0,4.0,373.0,432.0,463.0,163.0,6.0,33.0,10.0
Ishurdi,1980,13.0,6.0,6.0,0.0,381.0,269.0,206.0,101.0,248.0,210.0,0.0,0.0
Ishurdi,1981,30.0,81.0,64.0,360.0,323.0,223.0,478.0,211.0,423.0,0.0,0.0,48.0
Ishurdi,1982,0.0,8.0,81.0,133.0,144.0,227.0,201.0,205.0,155.0,31.0,67.0,1.0
Ishurdi,1983,15.0,45.0,54.0,79.0,368.0,153.0,296.0,277.0,210.0,157.0,7.0,22.0
Ishurdi,1984,11.0,0.0,0.0,101.0,191.0,450.0,316.0,253.0,272.0,104.0,0.0,0.0
Ishurdi,1985,2.0,0.0,19.0,35.0,155.0,212.0,220.0,182.0,221.0,132.0,0.0,0.0
Ishurdi,1986,3.0,10.0,5.0,53.0,78.0,138.0,372.0,198.0,438.0,165.0,29.0,0.0
Ishurdi,1987,2.0,0.0,25.0,61.0,133.0,84.0,413.0,643.0,243.0,19.0,3.0,9.0
Ishurdi,1988,0.0,32.0,65.0,30.0,313.0,313.0,292.0,187.0,159.0,82.0,73.0,2.0
Ishurdi,1989,0.0,41.0,1.0,0.0,236.0,65.0,608.0,109.0,174.0,85.0,0.0,3.0
Ishurdi,1990,0.0,70.0,128.0,157.0,207.0,277.0,422.0,235.0,481.0,88.0,34.0,0.0
Ishurdi,1991,2.0,9.0,28.0,42.0,173.0,360.0,248.0,189.0,424.0,141.0,2.0,79.0
Ishurdi,1992,0.0,40.0,0.0,18.0,132.0,73.0,252.0,207.0,295.0,38.0,5.0,3.0
Ishurdi,1993,2.0,6.0,53.0,120.0,213.0,299.0,248.0,189.0,358.0,102.0,22.0,0.0
Ishurdi,1994,24.0,45.0,3.0,31.0,155.0,336.0,111.0,150.0,99.0,80.0,2.0,0.0
Ishurdi,1995,8.0,24.0,20.0,1.0,105.0,215.0,224.0,307.0,345.0,8.0,70.0,3.0
Ishurdi,1996,0.0,25.0,17.0,104.0,81.0,295.0,155.0,271.0,269.0,183.0,0.0,0.0
Ishurdi,1997,4.0,43.0,42.0,110.0,132.0,199.0,486.0,301.0,473.0,53.0,15.0,20.0
Ishurdi,1998,16.0,12.0,68.0,109.0,269.0,101.0,413.0,225.0,285.0,96.0,42.0,0.0
Ishurdi,1999,0.0,0.0,0.0,2.0,203.0,386.0,407.0,249.0,297.0,205.0,3.0,0.0
Ishurdi,2000,8.0,61.0,20.0,206.0,233.0,212.0,241.0,147.0,551.0,129.0,0.0,0.0
Ishurdi,2001,0.0,0.0,20.0,52.0,257.0,409.0,165.0,158.0,334.0,74.0,10.0,0.0
Ishurdi,2002,15.0,2.0,62.0,72.0,177.0,296.0,253.0,227.0,240.0,75.0,47.0,0.0
Ishurdi,2003,0.0,24.0,73.0,89.0,58.0,353.0,134.0,87.0,145.0,134.0,0.0,5.0
Ishurdi,2004,0.0,0.0,0.0,127.0,125.0,292.0,397.0,156.0,541.0,151.0,0.0,0.0
Ishurdi,2005,14.0,3.0,75.0,13.0,89.0,199.0,378.0,246.0,137.0,664.0,0.0,1.0
Ishurdi,2006,0.0,0.0,2.0,74.0,213.0,199.0,233.0,244.0,277.0,4.0,40.0,0.0
Ishurdi,2007,0.0,35.0,22.0,30.0,50.0,269.0,516.0,285.0,220.0,131.0,15.0,0.0
Ishurdi,2008,37.0,2.0,12.0,35.0,145.0,206.0,295.0,208.0,256.0,108.0,0.0,0.0
Ishurdi,2009,0.0,4.0,71.0,16.0,134.0,73.0,299.0,278.0,350.0,67.0,0.0,0.0
Ishurdi,2010,0.0,4.0,0.0,46.0,100.0,163.0,174.0,127.0,109.0,105.0,3.0,63.0
Ishurdi,2011,4.0,1.0,30.0,96.0,155.0,253.0,289.0,645.0,261.0,2.0,0.0,0.0
Ishurdi,2012,12.0,0.0,5.0,51.0,69.0,177.0,215.0,97.0,178.0,157.0,86.0,15.0
Ishurdi,2013,1.0,14.0,0.0,69.0,182.0,264.0,130.0,218.0,121.0,130.0,0.0,0.0
Ishurdi,2014,3.0,33.0,32.0,19.0,129.0,525.0,182.0,249.0,179.0,89.0,0.0,0.0
Ishurdi,2015,0.0,8.0,38.0,111.0,147.0,332.0,394.0,254.0,213.0,82.0,3.0,2.0
Ishurdi,2016,30.0,12.0,112.0,52.0,177.0,136.0,240.0,132.0,381.0,42.0,2.0,0.0
Ishurdi,2017,1.0,0.0,21.0,118.0,111.0,159.0,456.0,274.0,278.0,323.0,19.0,39.0
Ishurdi,2018,0.0,9.0,47.0,220.0,190.0,149.0,426.0,90.0,73.0,94.0,4.0,19.0
Ishurdi,2019,0.0,186.0,8.0,82.0,126.0,288.0,300.0,148.0,179.0,0.0,0.0,0.0
Jessore,1953,7.0,81.0,102.0,10.0,181.0,322.0,349.0,476.0,301.0,12.0,20.0,0.0
Jessore,1954,6.0,0.0,0.0,32.0,192.0,606.0,339.0,427.0,159.0,110.0,0.0,8.0
Jessore,1955,0.0,0.0,11.0,63.0,126.0,175.0,313.0,209.0,82.0,54.0,63.0,0.0
Jessore,1956,0.0,17.0,58.0,26.0,200.0,367.0,298.0,267.0,282.0,24.0,20.0,0.0
Jessore,1957,27.0,38.0,0.0,30.0,15.0,332.0,381.0,14.0,82.0,60.0,0.0,0.0
Jessore,1958,9.0,25.0,0.0,97.0,158.0,57.0,284.0,177.0,85.0,37.0,1.0,0.0
Jessore,1959,19.0,10.0,30.0,82.0,315.0,205.0,211.0,478.0,276.0,511.0,0.0,0.0
Jessore,1960,0.0,0.0,287.0,0.0,153.0,112.0,546.0,170.0,171.0,117.0,0.0,0.0
Jessore,1961,16.0,81.0,51.0,18.0,115.0,288.0,216.0,418.0,147.0,70.0,1.0,0.0
Jessore,1962,10.0,27.0,2.0,108.0,109.0,183.0,167.0,174.0,199.0,242.0,0.0,0.0
Jessore,1963,0.0,0.0,34.0,70.0,23.0,297.0,244.0,178.0,248.0,185.0,20.0,1.0
Jessore,1964,3.0,4.0,28.0,189.0,67.0,218.0,549.0,177.0,129.0,130.381,50.0,1.0
Jessore,1965,0.0,34.0,45.0,28.0,33.0,574.0,234.0,406.0,172.0,114.0,0.0,0.0
Jessore,1966,27.0,0.0,5.0,18.0,96.0,352.0,175.0,191.0,49.0,216.0,10.0,13.0
Jessore,1967,57.0,3.0,52.0,68.0,121.0,192.0,265.0,295.0,239.0,65.0,0.0,1.0
Jessore,1968,0.0,4.0,18.0,132.0,141.0,603.0,546.0,205.0,156.0,135.0,55.0,0.0
Jessore,1969,0.0,10.0,50.0,77.0,94.0,253.0,308.0,366.0,428.0,47.0,27.0,1.0
Jessore,1970,31.0,30.0,45.0,87.0,29.0,352.0,415.0,280.0,490.0,339.0,10.0,0.0
Jessore,1971,16.0,0.0,41.422,66.828,160.891,205.0,489.0,500.0,313.0,130.381,22.671999999999997,9.422
Jessore,1972,0.0,4.0,7.0,37.0,22.0,110.0,169.0,372.0,131.0,17.0,1.0,0.0
Jessore,1973,0.0,10.0,75.0,32.0,263.0,361.0,214.0,224.0,226.0,131.0,45.0,97.0
Jessore,1974,0.0,0.0,112.0,44.0,202.0,160.0,353.0,436.0,225.0,99.0,9.0,0.0
Jessore,1975,7.0,0.0,10.0,10.0,130.0,142.0,444.0,128.0,150.0,215.0,7.0,0.0
Jessore,1976,0.0,28.0,21.0,68.0,141.0,243.0,253.0,278.0,132.0,11.0,4.0,0.0
Jessore,1977,1.0,25.0,0.0,162.0,181.0,344.0,301.0,99.0,224.0,93.0,30.0,40.0
Jessore,1979,45.0,36.0,6.0,18.0,17.0,203.0,359.0,394.0,402.0,119.0,14.0,38.0
Jessore,1980,8.0,60.0,57.0,4.0,193.0,214.0,309.0,309.0,85.0,119.0,0.0,0.0
Jessore,1981,8.0,108.0,45.0,292.0,234.0,124.0,377.0,292.0,251.0,0.0,0.0,148.0
Jessore,1982,0.0,4.0,52.0,224.0,71.0,319.0,171.0,195.0,232.0,5.0,21.0,1.0
Jessore,1983,20.0,118.0,71.0,61.0,361.0,142.0,189.0,465.0,255.0,152.0,0.0,14.0
Jessore,1984,51.0,1.0,0.0,18.0,305.0,822.0,247.0,365.0,168.0,54.0,0.0,0.0
Jessore,1985,46.0,4.0,50.0,2.0,179.0,318.0,251.0,300.0,237.0,189.0,0.0,0.0
Jessore,1986,9.0,0.0,1.0,73.0,174.0,319.0,362.0,181.0,606.0,228.0,159.0,6.0
Jessore,1987,1.0,0.0,58.0,97.0,120.0,327.0,321.0,768.0,196.0,136.0,5.0,10.0
Jessore,1988,0.0,27.0,93.0,148.0,297.0,543.0,257.0,307.0,113.0,91.0,99.0,1.0
Jessore,1989,0.0,2.0,1.0,39.0,198.0,164.0,255.0,88.0,168.0,192.0,0.0,10.0
Jessore,1990,0.0,54.0,173.0,25.0,162.0,335.0,369.0,137.0,196.0,99.0,126.0,10.0
Jessore,1991,24.0,10.0,31.0,54.0,186.0,407.0,220.0,543.0,216.0,285.0,0.0,76.0
Jessore,1992,27.0,77.0,0.0,1.0,223.0,303.0,307.0,152.0,204.0,36.0,3.0,0.0
Jessore,1993,0.0,33.0,115.0,147.0,132.0,437.0,327.0,213.0,336.0,58.0,4.0,0.0
Jessore,1994,10.0,31.0,1.0,51.0,175.0,365.0,225.0,253.0,83.0,64.0,2.0,0.0
